property_id,location,size_sqft,num_rooms,age_years,condition,proximity_to_amenities_km,sale_price_usd
35981,Burnettland,4085,10,96,Poor,3.28,187752
35982,Cassandrahaven,1941,10,49,Poor,7.79,670702
35983,East Arielfort,2532,5,27,Poor,7.23,1771586
35984,Port Ericahaven,3701,9,79,Excellent,5.96,500543
35985,Lake Cynthia,3877,5,15,Excellent,2.49,1154813
35986,South Haleychester,2886,9,10,Poor,9.7,1565228
35987,Whiteton,3722,3,22,Good,2.75,1460932
35988,Cisnerosland,1548,8,15,Poor,3.21,181749
35989,Frazierland,4148,6,32,Excellent,9.7,1219870
35990,Cannonland,1958,10,83,Poor,0.66,371909
35991,East Brandonview,4609,7,82,Fair,7.0,154538
35992,Courtneytown,4016,6,37,Fair,5.5,1991841
35993,Paulaview,3278,6,58,Good,3.56,263841
35994,East Hannah,1355,10,58,Good,1.75,174263
35995,North Joseph,4925,9,47,Good,4.66,1530810
35996,Michaelport,1522,8,20,Good,6.92,1692196
35997,Port Michaelville,2859,7,84,Good,8.14,307434
35998,Nelsonfort,1600,10,7,Poor,3.02,333763
35999,Lake Michaelshire,822,5,36,Excellent,6.39,1901501
36000,New Jacquelinechester,3026,2,59,Fair,9.08,1076830
36001,Charlesstad,2351,4,84,Good,6.15,282784
36002,West Laurastad,2715,1,38,Good,7.66,1197573
36003,Stevenland,3153,1,93,Poor,2.93,600629
36004,Stephanieberg,876,9,58,Fair,5.38,872731
36005,East Craigburgh,2623,8,6,Good,9.61,1175526
36006,Port Timothymouth,3787,2,29,Fair,9.3,164494
36007,Garciaburgh,1697,1,23,Good,4.81,435583
36008,Wardmouth,1368,7,36,Fair,2.5,440059
36009,Jonesburgh,4489,3,16,Excellent,2.43,708943
36010,Port Sheilafort,3662,4,54,Good,2.95,294311
36011,North Jacobhaven,2636,6,36,Good,3.42,1736931
36012,Kristyhaven,2084,10,91,Poor,4.82,1168777
36013,Port John,2923,2,86,Excellent,3.02,750141
36014,New Matthew,2148,7,35,Fair,1.36,144627
36015,South Brianville,2847,10,92,Excellent,3.78,1867812
36016,East Nicoleberg,1373,4,66,Good,4.55,1579411
36017,Davismouth,3987,2,63,Poor,4.09,613526
36018,Bowerschester,3593,9,82,Excellent,9.92,820655
36019,Ramirezland,4179,3,54,Poor,9.53,220915
36020,Clarkberg,2600,5,98,Excellent,9.51,734979
36021,North Courtney,774,5,86,Excellent,2.75,786421
36022,Boydville,4117,7,72,Good,7.59,578640
36023,Michaelview,3936,5,90,Poor,7.39,1875253
36024,New Maryfort,4684,10,48,Poor,3.02,1807834
36025,Lake Paul,3448,6,35,Poor,2.5,1124288
36026,Lake Robert,4865,7,61,Poor,2.01,534170
36027,East Jenniferborough,3077,7,52,Excellent,2.77,896294
36028,East Nathaniel,4157,6,70,Poor,2.84,710948
36029,Mariabury,2717,7,27,Excellent,1.81,523183
36030,Kennedymouth,1117,7,50,Good,7.75,720168
36031,Lewisside,1204,1,17,Good,9.37,1182433
36032,Thomasberg,947,3,53,Excellent,9.3,903658
36033,Hernandezton,3738,1,99,Fair,4.15,1231221
36034,Rodneyview,4077,8,38,Poor,8.23,891218
36035,New Christinabury,4249,7,10,Excellent,0.6,1426322
36036,Cameronland,1738,3,98,Good,9.73,1997196
36037,New Katiechester,4012,5,39,Good,8.33,276518
36038,New Hannah,2873,6,8,Good,8.71,167757
36039,New Elizabeth,1250,2,22,Fair,9.74,1035737
36040,Michellemouth,4628,4,33,Excellent,3.93,335188
36041,New Laurachester,4166,1,55,Poor,1.53,570752
36042,New Shane,2434,10,57,Excellent,5.8,788245
36043,New Jacquelineville,4186,7,48,Fair,8.86,903762
36044,East Lisahaven,4907,2,86,Good,1.7,1067266
36045,New Krystal,3097,3,43,Poor,9.49,989168
36046,Obrienhaven,2274,8,31,Poor,1.74,147596
36047,Terrimouth,4223,4,44,Poor,5.32,418912
36048,North Jenniferberg,4372,5,68,Good,0.19,348787
36049,Michelemouth,929,9,75,Fair,3.53,1938262
36050,New Stephanieville,1093,6,26,Good,0.69,1875803
36051,Hallbury,1811,8,67,Excellent,3.68,1477143
36052,South Barbaraview,2783,10,75,Poor,6.42,1865608
36053,Bradfordburgh,2242,5,79,Poor,5.5,1008022
36054,Doyleside,1397,10,1,Excellent,6.7,621386
36055,Fordton,4032,5,90,Fair,4.97,359802
36056,Lake Wesleyburgh,2678,2,19,Poor,5.16,673247
36057,Vanessashire,3419,9,47,Fair,9.03,1441316
36058,South Shawnmouth,4772,5,90,Fair,7.1,1703558
36059,East Kristin,1706,5,93,Good,4.08,1232604
36060,Lake John,2619,3,35,Poor,3.04,914829
36061,North Ashleychester,2522,7,7,Excellent,6.71,482593
36062,Scottport,4092,6,35,Fair,4.21,948710
36063,Francismouth,4977,5,26,Poor,6.93,107305
36064,Donnafurt,619,10,62,Fair,5.31,911384
36065,Austinville,2715,6,70,Fair,4.39,830403
36066,Thompsonchester,4107,4,89,Poor,2.28,1355447
36067,Lake Stephaniehaven,522,8,73,Poor,2.09,118975
36068,West Derekville,2898,1,99,Good,5.84,1901511
36069,Port April,821,6,39,Fair,9.38,1856421
36070,East Gregoryland,4452,8,23,Poor,1.49,1504646
36071,Kellyton,2145,6,0,Excellent,1.05,1656174
36072,Haroldland,3686,5,56,Fair,6.61,1537895
36073,Veronicatown,3322,10,51,Good,3.13,1998494
36074,Oliviafort,1059,5,5,Poor,9.71,577742
36075,Kristieview,4669,2,33,Good,9.8,211778
36076,Markton,4162,6,79,Fair,4.26,1062696
36077,Garcialand,3557,9,58,Excellent,8.51,1750251
36078,Port Julieberg,3726,8,66,Fair,4.18,1601297
36079,Kerriview,1961,5,85,Poor,8.45,878235
36080,West Stephenfort,4039,5,25,Excellent,5.98,1249313
36081,Port Markport,1643,10,51,Good,7.99,361227
36082,Johnsonville,911,2,18,Excellent,7.7,140688
36083,Lesliehaven,2306,6,49,Excellent,3.41,1496620
36084,South Rachel,1802,1,61,Good,5.52,250988
36085,West Maryside,4347,3,34,Excellent,4.48,710067
36086,Bakerbury,2206,3,81,Good,4.69,1091007
36087,East Michael,3304,3,46,Poor,2.99,173960
36088,Stewartstad,4565,10,94,Excellent,4.88,1592224
36089,Sarahhaven,1465,6,46,Excellent,0.67,820275
36090,Toddmouth,1654,2,98,Fair,5.43,1283889
36091,Julieview,3483,9,87,Fair,6.91,105557
36092,East Jenniferburgh,3689,6,25,Good,2.42,173600
36093,Cardenasport,4463,9,49,Fair,4.8,717349
36094,Jeremymouth,2012,10,31,Excellent,1.67,1515158
36095,New Eddie,1092,8,88,Fair,3.39,409839
36096,Lake Luisland,1764,7,15,Excellent,9.14,1508781
36097,West Gregoryberg,2541,9,64,Fair,3.32,1238337
36098,Livingstonmouth,539,2,18,Good,2.0,238476
36099,New Glen,720,2,86,Good,5.21,840636
36100,East Janetfurt,3296,7,33,Fair,2.93,1911862
36101,Anthonychester,4250,6,17,Good,9.33,1577489
36102,Tiffanystad,4644,6,44,Excellent,5.73,464427
36103,East Clairehaven,3358,1,97,Excellent,8.21,160907
36104,Jackiemouth,1443,9,96,Good,9.27,1802744
36105,Lake Alan,3509,10,67,Excellent,7.05,133359
36106,North Adamburgh,2417,2,84,Fair,4.15,1772303
36107,Port Lisa,1662,5,6,Good,1.36,636282
36108,Christopherborough,2998,10,94,Good,9.01,218424
36109,East Michael,1987,1,46,Good,5.54,247872
36110,Michaelmouth,3288,9,42,Fair,3.11,1493988
36111,Michaelport,3681,8,18,Fair,3.7,1648427
36112,Lake Allen,3618,7,54,Good,8.43,1270771
36113,East Amy,661,10,93,Excellent,3.06,1547853
36114,East Timothy,556,10,9,Poor,4.71,1337004
36115,New Sandraview,4920,2,11,Excellent,9.71,318813
36116,Smithbury,506,6,32,Fair,1.54,1946386
36117,Adkinsmouth,3233,8,25,Excellent,3.67,1251244
36118,Patriciahaven,4523,5,95,Fair,1.11,1743978
36119,Tiffanyfort,4904,9,96,Fair,9.56,519512
36120,Carpenterland,2243,1,28,Poor,7.34,1652470
36121,Amymouth,3836,1,76,Excellent,2.26,1011175
36122,Nortonville,878,5,60,Poor,8.16,1628961
36123,Lake Christopherfort,2183,9,21,Excellent,0.82,468633
36124,North Amyland,752,7,40,Fair,5.61,1982924
36125,Port Carol,2156,10,47,Poor,4.55,1616994
36126,Jonesview,2700,1,21,Excellent,9.07,1991948
36127,Margaretstad,1099,9,84,Fair,1.18,982349
36128,Amandaberg,2514,1,78,Poor,8.71,932945
36129,Justinberg,3823,3,4,Fair,9.53,1119323
36130,East Monica,3271,7,51,Good,6.38,545646
36131,Lake Tammyhaven,2048,8,2,Excellent,6.11,1671265
36132,Hayesstad,1524,9,49,Poor,7.24,281716
36133,Richardberg,4723,3,79,Good,8.78,1170624
36134,Larsonborough,3147,3,60,Excellent,5.86,282948
36135,Shannonland,4052,5,86,Fair,3.65,600791
36136,Kristinhaven,4891,10,82,Good,3.5,1602164
36137,Dylanview,2686,1,88,Good,4.62,1040710
36138,Charleston,4135,10,17,Poor,3.41,1064458
36139,New Tracyborough,4114,4,41,Fair,2.85,1743637
36140,Gregoryton,726,5,68,Fair,6.24,322616
36141,South Jamesborough,4582,3,18,Excellent,0.77,1900894
36142,New Donna,856,8,59,Good,7.43,1716583
36143,Gateston,3991,5,29,Poor,9.63,167443
36144,South Malloryton,860,10,32,Fair,9.16,1815219
36145,Port Nancyville,703,8,3,Poor,7.68,652744
36146,Lisaton,4585,9,5,Excellent,2.98,1143097
36147,Nathantown,2731,5,78,Good,6.2,1258094
36148,Haleychester,3591,8,47,Good,5.57,747535
36149,New Stevenport,1313,6,44,Excellent,1.44,1051057
36150,New Michaelville,2777,3,9,Good,7.21,674185
36151,Kellyport,2462,3,47,Good,4.34,1432279
36152,Rosefort,2527,9,7,Fair,9.07,788395
36153,Port Rhonda,4146,2,76,Good,6.44,1549502
36154,South Melinda,757,6,12,Good,3.16,1273727
36155,Anthonyhaven,916,6,27,Poor,7.46,1676717
36156,Romanland,2775,2,97,Excellent,7.72,943975
36157,West Devinhaven,1149,6,13,Fair,0.38,200072
36158,East George,4499,7,69,Poor,4.13,322644
36159,Yatesmouth,3030,3,16,Good,7.49,312343
36160,Dorseyberg,2824,5,1,Excellent,6.16,369066
36161,Lake Jeromeport,2113,10,67,Poor,9.19,1416457
36162,New Pamela,3674,10,9,Poor,3.25,1871212
36163,North Hannahside,4085,4,96,Fair,1.88,1180684
36164,South Samuel,1175,8,24,Fair,8.68,770037
36165,Levyburgh,3625,3,68,Fair,7.47,954566
36166,Port Juan,2452,10,81,Good,3.04,980299
36167,Steinville,4626,10,3,Fair,4.52,786705
36168,Port Andrew,4255,6,42,Poor,3.56,941900
36169,Josemouth,4077,3,35,Fair,5.65,1254132
36170,New Kevinberg,2027,1,49,Fair,1.87,1179756
36171,Port Mark,1149,5,43,Poor,2.51,1993399
36172,Rothview,3430,4,35,Good,8.28,486935
36173,Jenkinsside,4415,1,18,Excellent,2.75,1414286
36174,Frankborough,4512,2,23,Poor,8.09,1096164
36175,North Kayla,2966,7,54,Good,3.38,1610190
36176,Kennethbury,550,1,76,Fair,6.23,1998484
36177,Stevenmouth,3162,5,44,Good,6.0,602061
36178,West Jeffrey,2588,3,59,Fair,5.85,299881
36179,Sabrinaburgh,3569,7,41,Fair,3.53,394681
36180,South Ann,4609,4,55,Good,8.61,726779
36181,East Caleb,4080,8,87,Good,5.51,1713830
36182,Chadbury,4015,6,95,Good,7.12,1459109
36183,Lake Carrie,1498,10,41,Excellent,2.09,652889
36184,New Amy,4788,10,61,Excellent,4.48,848092
36185,Melissaborough,1722,8,42,Poor,7.23,433504
36186,Blackview,2879,3,72,Excellent,8.32,309101
36187,Johnport,4917,10,49,Good,9.18,1547946
36188,Port Kenneth,4591,9,35,Good,3.72,1558811
36189,Williamport,3019,5,74,Poor,8.13,1595895
36190,Valerieshire,1049,7,40,Fair,5.21,361550
36191,Davisport,2745,9,91,Excellent,9.28,1864403
36192,East Zacharybury,1895,6,5,Good,5.86,142095
36193,Port Stevenberg,4506,9,9,Fair,1.88,232013
36194,North Fernandohaven,4644,6,68,Fair,5.95,326159
36195,Laurentown,3461,8,42,Fair,9.28,143810
36196,Alvarezmouth,2415,7,99,Fair,6.48,947030
36197,West Rachelchester,1020,1,31,Good,6.15,1962890
36198,Johnview,2553,6,93,Excellent,4.74,117044
36199,Jamesport,1391,1,67,Poor,6.53,166696
36200,Ruizside,4621,6,61,Excellent,9.94,1890986
36201,East Sarahberg,4600,8,26,Good,4.33,1790903
36202,Lindsayfurt,4351,6,61,Fair,6.02,1010717
36203,West Sydney,1918,10,49,Fair,0.25,488924
36204,West Thomashaven,3926,10,27,Excellent,2.53,1560920
36205,Shortberg,2197,8,58,Good,2.29,490524
36206,Ashleyside,2615,6,78,Good,0.2,138582
36207,South Samantha,1909,4,63,Excellent,3.36,1555258
36208,Webbborough,1173,10,41,Fair,1.57,1435103
36209,New James,1819,3,65,Excellent,0.88,1793491
36210,East Lisaport,1617,10,58,Excellent,5.54,384756
36211,Peterfort,2178,2,26,Poor,0.89,1200551
36212,Lake Coryport,2292,9,91,Poor,3.47,1368680
36213,West Emily,4793,9,45,Good,0.85,105812
36214,Taylorview,1804,2,20,Good,2.51,1895174
36215,North Jennifertown,1504,10,59,Poor,5.74,1043590
36216,Rickyfurt,3072,5,77,Poor,6.55,1871580
36217,New Justinport,695,1,37,Good,0.32,384764
36218,Smithmouth,617,6,7,Good,1.43,649244
36219,South Amyshire,4276,5,77,Excellent,8.43,984046
36220,Connerhaven,1506,9,91,Fair,8.81,1261802
36221,Kristinburgh,2233,5,62,Poor,4.76,1007426
36222,East David,1635,7,83,Excellent,6.11,1995365
36223,Pearsonbury,555,6,3,Excellent,9.03,203281
36224,Danielleton,2871,3,78,Good,9.29,1997738
36225,North Joseburgh,2737,10,2,Excellent,1.49,1316768
36226,New Patricia,4689,2,69,Fair,3.87,1002029
36227,Jessicafurt,2618,9,27,Excellent,8.27,1851408
36228,Monicaport,3376,10,48,Excellent,4.94,554540
36229,North Anthony,3939,4,21,Good,4.86,1544990
36230,West Amandashire,4214,6,96,Fair,8.02,813943
36231,West Timothy,4456,9,62,Fair,7.39,351694
36232,Port Kyle,1082,1,47,Good,3.62,654571
36233,Robertsfurt,3476,6,37,Good,3.59,1463193
36234,North Lauraview,2678,9,25,Poor,9.66,797722
36235,Pierceshire,1404,4,37,Fair,2.88,511954
36236,North Jefferyfurt,4306,1,46,Poor,1.38,1278965
36237,Powellchester,3611,8,31,Fair,8.94,744147
36238,New Jamesborough,3699,7,77,Fair,7.71,547510
36239,North Scott,557,9,58,Fair,6.72,1854473
36240,Martinezburgh,2930,3,20,Fair,5.17,837056
36241,South Sean,3085,1,57,Excellent,9.49,199098
36242,Bakerchester,3921,6,62,Poor,9.92,809378
36243,Lake Laurenfort,4989,5,79,Good,5.97,1281187
36244,Port Sheri,2389,3,92,Fair,6.86,209918
36245,Victoriamouth,1192,7,72,Fair,6.94,852950
36246,Stephanieport,1308,1,46,Good,3.44,767888
36247,Lake Cynthia,3792,3,69,Good,1.4,1289883
36248,New Jennifer,3040,5,68,Fair,0.76,254173
36249,South Victoria,3535,5,31,Excellent,8.74,462291
36250,Richardmouth,4105,3,30,Fair,4.06,990530
36251,Joetown,3782,2,87,Fair,1.06,841388
36252,Feliciafurt,4526,2,56,Good,8.07,762387
36253,Kendraview,4187,8,21,Excellent,7.32,469638
36254,Nicoleburgh,3772,4,50,Poor,8.42,579292
36255,Coleport,3551,9,11,Excellent,9.13,272384
36256,North Jamie,4381,5,73,Poor,1.8,1053851
36257,Morganshire,4047,10,34,Excellent,8.84,1911745
36258,Edwardsborough,3652,7,50,Fair,4.96,1869932
36259,Christopherland,3783,3,75,Good,4.4,1253570
36260,East Jeanne,2561,8,99,Poor,7.17,1520330
36261,West Michelleton,4437,5,60,Excellent,6.31,1635586
36262,South Gerald,3728,4,70,Fair,1.61,539379
36263,Lake Josephmouth,883,7,12,Fair,9.43,1930673
36264,West Russellhaven,3390,9,98,Excellent,1.27,848899
36265,Mcphersonbury,1529,5,98,Excellent,1.16,674605
36266,Phillipbury,568,9,37,Poor,5.6,527067
36267,New Maria,4597,6,48,Fair,3.74,345200
36268,New David,3301,1,31,Excellent,0.78,521483
36269,Gordonbury,1644,8,57,Good,4.68,1389313
36270,Whitakerberg,4069,1,5,Excellent,4.05,664072
36271,New Johnnystad,3046,2,58,Good,6.07,1450788
36272,Sarahtown,3199,4,91,Good,0.5,1595969
36273,South Harryborough,3126,5,85,Good,5.08,1535340
36274,Smithburgh,2015,3,28,Good,3.43,996572
36275,Blairbury,1078,3,8,Excellent,6.1,308148
36276,Port Kaitlynville,4522,4,47,Poor,2.63,1873719
36277,South Kurt,3479,6,3,Excellent,4.81,1946634
36278,Christinefurt,1008,6,51,Good,0.78,364289
36279,Port Keith,2855,1,13,Fair,7.54,1350566
36280,Lake Jessica,4901,5,64,Poor,0.85,796482
36281,Kevinshire,4754,5,17,Excellent,9.73,1017094
36282,Bethanyfort,4555,1,1,Good,7.43,912643
36283,Quinnchester,4835,6,99,Good,7.11,633575
36284,Lake Margaretchester,1600,8,75,Fair,3.99,614999
36285,West Brianville,4606,2,7,Fair,5.53,1399188
36286,Jennaville,4494,1,68,Excellent,2.95,173698
36287,Thomasstad,1676,7,75,Poor,1.8,1665215
36288,Fordville,4334,3,16,Fair,3.66,932644
36289,South Gabrielleville,3453,1,32,Good,8.16,1513682
36290,Brianhaven,2950,9,100,Good,8.49,978861
36291,Lake Daniel,2759,1,19,Fair,4.5,1684096
36292,South Bobbyshire,1661,3,58,Fair,1.84,739820
36293,South Brianview,1864,1,63,Excellent,3.33,1205698
36294,Tommychester,540,2,59,Excellent,8.47,492015
36295,Port Lisaside,4031,2,70,Fair,8.54,1642207
36296,New Victoria,1130,1,83,Good,8.89,971018
36297,New Emilyland,3463,5,10,Excellent,8.1,1846903
36298,East Ryanburgh,832,2,13,Good,3.1,1969391
36299,Griffithshire,3892,3,59,Excellent,6.98,1047263
36300,New Michael,1894,6,24,Good,0.27,1030580
36301,New Erica,4892,9,88,Poor,2.91,1004094
36302,North Kayla,4329,9,63,Good,7.33,386678
36303,East Aliciaport,2401,7,9,Poor,3.4,1420772
36304,North Kristine,4810,1,89,Good,8.4,1045873
36305,Lake David,4037,5,97,Excellent,6.55,979801
36306,Pamelaville,2757,10,89,Fair,9.58,549101
36307,Port Sarah,784,7,87,Fair,4.33,1517214
36308,West Sarah,1005,1,23,Excellent,8.2,406919
36309,Lake Ray,3612,3,28,Excellent,8.31,432792
36310,Turnerchester,4423,3,68,Poor,9.88,1586385
36311,South Andrew,1644,6,84,Fair,2.67,666762
36312,Williamsview,3000,1,30,Poor,5.71,203570
36313,Lake Michael,3898,10,74,Excellent,0.77,1120701
36314,East Andrewfort,4037,3,13,Poor,4.99,190345
36315,South Robertoshire,2156,1,65,Excellent,4.89,1479987
36316,Romantown,806,2,0,Good,3.72,1506003
36317,East Karen,2513,2,66,Good,2.74,538751
36318,Sarahmouth,1828,10,7,Fair,4.37,714857
36319,Brandonborough,1218,9,34,Good,0.4,1865411
36320,Mooreborough,2604,9,51,Fair,8.36,455822
36321,Mooreside,2524,6,100,Excellent,9.0,355088
36322,North Dominique,955,6,12,Excellent,7.62,1438334
36323,North Cassidyview,2089,3,79,Poor,2.53,441290
36324,New Claudia,1228,7,80,Good,3.61,1428129
36325,Wilcoxburgh,4956,2,74,Good,2.96,383705
36326,Tapiaside,2055,8,6,Fair,6.12,1246817
36327,Lake Nathanberg,2458,3,42,Poor,4.83,1920705
36328,Port Jennifer,2480,9,91,Good,7.81,155513
36329,Port Adam,662,3,80,Excellent,1.53,1907959
36330,Olsonborough,1147,8,7,Poor,9.9,1261910
36331,North Jeremyhaven,1388,1,44,Excellent,1.69,1771425
36332,Juliechester,1417,3,26,Good,2.21,1107302
36333,Elizabethhaven,4664,7,93,Poor,3.27,221533
36334,Dannyfurt,2653,2,55,Excellent,3.46,139279
36335,East Stephen,675,3,50,Fair,5.61,849930
36336,Christophershire,3780,6,39,Excellent,0.52,167098
36337,North Ashleyton,3397,10,23,Fair,6.82,1213211
36338,Millsbury,2561,3,56,Poor,0.87,1386639
36339,Maciasville,4610,8,91,Fair,7.95,1527985
36340,Smithfort,4856,10,62,Poor,4.46,1398179
36341,Lake Benjamin,3149,8,35,Excellent,8.28,1338110
36342,North Kylefurt,3310,7,87,Fair,2.87,968921
36343,Port Taylorborough,4784,1,20,Poor,7.34,600113
36344,Kellerside,4580,5,9,Good,6.88,635508
36345,Brendashire,3119,1,44,Fair,8.52,1638240
36346,Espinozahaven,3543,3,81,Poor,7.44,719903
36347,North Jonathan,1593,8,16,Fair,2.95,1691641
36348,East Timothyberg,2871,2,19,Excellent,2.74,354235
36349,Jasminemouth,3412,9,74,Poor,4.99,833244
36350,West Amandabury,1757,4,75,Excellent,3.21,1061039
36351,West Susanton,3716,1,42,Fair,5.24,1647761
36352,Melissaview,1354,2,58,Poor,3.31,1433421
36353,Katherinechester,3314,1,20,Good,7.14,877077
36354,Gayfort,1112,1,8,Fair,1.06,198672
36355,New Larry,2764,9,99,Poor,3.92,1237841
36356,Port Juliefort,2079,5,51,Fair,9.9,1917769
36357,Smithland,3875,10,6,Fair,2.27,1291093
36358,South Donald,4247,6,10,Excellent,4.92,219599
36359,North Mckenziefort,2572,3,65,Good,7.44,302631
36360,Coreyfort,3338,6,7,Good,8.16,1034010
36361,Martinezberg,4225,5,21,Good,3.96,284880
36362,Alexatown,4786,1,12,Good,7.67,1133415
36363,North Brianshire,2229,1,13,Excellent,8.63,1171947
36364,Port Kennethstad,3099,4,68,Poor,4.85,1067538
36365,Jamesfurt,1096,6,85,Poor,0.89,589607
36366,Karenstad,4211,2,15,Good,5.65,112108
36367,New Craig,4974,9,28,Poor,6.95,1994099
36368,Bettymouth,2136,9,41,Excellent,7.64,1469705
36369,Blevinsmouth,4609,10,36,Good,0.18,889698
36370,North Brandon,4237,4,94,Poor,2.59,762208
36371,New Ronnietown,1229,5,64,Good,6.15,620004
36372,Watsonside,2478,6,99,Excellent,3.53,177254
36373,Linville,3188,8,18,Good,3.52,780232
36374,Lake Margaret,3359,7,83,Excellent,4.02,295933
36375,Christinaview,3755,5,26,Poor,4.13,1984372
36376,West Josephville,3975,10,93,Excellent,6.07,1124902
36377,Lisafurt,4039,5,52,Excellent,7.05,237991
36378,Joanport,2527,8,92,Fair,4.59,102388
36379,South Trevorville,2165,9,27,Fair,2.83,1817991
36380,Sanchezchester,4945,10,6,Good,9.92,1285960
36381,South Kevin,3411,8,87,Poor,8.81,1473428
36382,East Maria,4900,10,12,Excellent,4.71,274931
36383,Lake Douglas,4082,3,97,Excellent,2.62,1139410
36384,Lake Heatherview,2550,7,73,Excellent,0.85,435690
36385,Courtneychester,1059,10,51,Excellent,9.29,1612402
36386,Matthewland,4300,2,32,Fair,0.33,1288902
36387,Lake Kathleen,4873,2,18,Poor,5.99,694764
36388,Jamesport,1653,7,44,Fair,3.39,322929
36389,Deniseview,3178,2,78,Excellent,0.72,1536997
36390,East Kellyside,3670,7,65,Good,5.34,221352
36391,Johnberg,876,5,28,Fair,3.28,487332
36392,New Elizabethfurt,1504,7,76,Fair,4.58,1708875
36393,Jonathanmouth,1408,7,39,Excellent,9.71,1647714
36394,Smithville,4040,7,21,Good,6.26,284010
36395,West Katherinechester,1556,4,63,Fair,9.97,240207
36396,Lisaberg,2660,3,60,Fair,8.85,169818
36397,East Alexmouth,3978,7,41,Poor,7.37,480089
36398,Christineville,3011,7,48,Excellent,5.89,864078
36399,Kristinhaven,4354,4,25,Good,7.95,1590439
36400,Robinsonburgh,3948,2,89,Fair,6.36,986215
36401,Lake Melissafurt,1877,9,61,Fair,1.37,446800
36402,Edwardtown,2105,9,43,Poor,4.12,1170086
36403,West Maryton,3722,3,37,Fair,9.49,1674059
36404,Huynhchester,4896,10,5,Fair,1.41,462562
36405,Tuckerview,2826,8,55,Fair,1.13,1670681
36406,South Joshua,1625,9,66,Poor,0.76,660584
36407,Valenciastad,4035,8,16,Excellent,0.74,837388
36408,Romerofurt,4802,7,35,Good,6.51,228621
36409,Campbelltown,3464,9,53,Poor,1.55,930932
36410,East Lisaville,1457,3,31,Good,2.67,1716065
36411,Wangburgh,4475,5,32,Excellent,8.45,662164
36412,South Justin,4248,6,47,Fair,3.27,1230997
36413,Michaelberg,2066,9,39,Good,5.11,1803446
36414,Mollyview,4056,5,40,Poor,7.18,1067298
36415,East Randall,4443,9,52,Poor,9.44,1721348
36416,South Jeffreyport,898,6,40,Poor,5.72,1532470
36417,Christopherfurt,1241,2,10,Fair,3.55,562733
36418,Mcintoshburgh,532,7,38,Poor,4.55,1186988
36419,Brandiport,1574,7,55,Good,7.23,607657
36420,Jaystad,4550,3,65,Fair,2.89,885102
36421,Lake Mark,1131,7,18,Fair,2.42,441967
36422,North Lindseybury,976,4,77,Fair,3.87,1422797
36423,Georgefurt,3062,6,65,Poor,2.18,1748603
36424,New Kimberly,1542,8,70,Fair,3.82,944567
36425,Cooperhaven,573,6,50,Good,7.88,173030
36426,Villarrealton,2039,5,42,Poor,7.66,207750
36427,Thompsonshire,4923,9,67,Excellent,6.11,592777
36428,Deniseshire,4220,5,44,Poor,4.13,1886803
36429,East Crystal,1801,6,88,Fair,1.4,1298217
36430,Watsontown,1326,3,31,Good,2.08,341413
36431,New Courtney,1553,5,25,Fair,8.12,877115
36432,North Phillipfort,1517,1,92,Good,5.69,810405
36433,Johnport,3492,6,34,Excellent,6.78,597618
36434,Murrayborough,1116,5,38,Poor,1.44,136795
36435,West Stephaniechester,839,2,92,Fair,4.23,1102974
